time,xm,ym,vxm,vym,xM,yM,vxM,vyM,NormalForce,TangentialStress,MaximunBending,MinimumBending
0.468000, -1.7183, 0.5868, -3.0243, -1.0862, -1.2778, 0.9370, -2.9072 -1.6007 6.7458 -76.0275 -52.2022 1.0171
0.481000, -1.7569, 0.5721, -2.9171, -1.2088, -1.3156, 0.9153, -2.9139 -1.7285 7.3618 -76.0275 -51.0018 2.2174
0.494000, -1.7942, 0.5549, -2.8224, -1.4649, -1.3536, 0.8921, -2.9198 -1.8480 5.1543 -76.0275 -49.3780 3.8412
0.507000, -1.8305, 0.5329, -2.7753, -1.9460, -1.3915, 0.8673, -2.9227 -1.9536 1.2993 -76.0275 -47.3464 5.8729
0.520000, -1.8666, 0.5018, -2.7902, -2.8529, -1.4295, 0.8414, -2.9218 -2.0326 1.0798 -76.0275 -46.4086 6.8106
0.533000, -1.9030, 0.4606, -2.8057, -3.4547, -1.4675, 0.8144, -2.9208 -2.1306 0.6569 -76.0275 -48.7514 4.4678
0.546000, -1.9395, 0.4092, -2.8040, -4.4919, -1.5055, 0.7862, -2.9209 -2.2015 1.2681 -76.0275 -46.0320 7.1873
0.559000, -1.9757, 0.3456, -2.7479, -5.2632, -1.5435, 0.7570, -2.9244 -2.2890 4.6332 -76.0275 -47.9645 5.2548
0.572000, -2.0112, 0.2768, -2.7234, -5.2271, -1.5815, 0.7264, -2.9259 -2.4267 1.0888 -76.0275 -52.5205 0.6988
0.585000, -2.0463, 0.2080, -2.6793, -5.4109, -1.6195, 0.6940, -2.9287 -2.5508 4.2846 -76.0275 -50.4838 2.7354
0.598000, -2.0806, 0.1352, -2.5587, -5.8590, -1.6577, 0.6601, -2.9362 -2.6583 15.2706 -76.0275 -46.1543 7.0649
0.611000, -2.1118, 0.0539, -2.2645, -6.5510, -1.6960, 0.6250, -2.9545 -2.7507 7.6688 -76.0275 -51.6282 1.5910
0.624000, -2.1422, -0.0274, -2.4472, -5.8913, -1.7343, 0.5881, -2.9431 -2.9273 6.3844 -76.0275 -49.8349 3.3844
0.637000, -2.1731, -0.1059, -2.2636, -6.2778, -1.7726, 0.5493, -2.9546 -3.0387 8.8679 -76.0275 -50.3583 2.8610
0.650000, -2.2044, -0.1831, -2.6258, -5.4819, -1.8109, 0.5087, -2.9320 -3.2237 17.9406 -76.0275 -47.4380 5.7813
