Time,xm,zm,vxm,vzm,xM,zM,vxM,vzM,NormalForce,TangentialStress,MaximunBendingMoment,MinimunBendingMoment
0,-0.158355564257621,0.392649993251847,-2.15895953122375,2.22856161700673,-0.321817296220431,0.616480776112299,-2.97748560880975,2.46913238381458,0,-176.58,-115.3656,8.2404
0.012,-0.196676859095986,0.437499933899694,-4.46542529398777,4.23334214546899,-0.357547123526148,0.645404044718074,-2.97748560880975,2.35141238381458,-356.253528225889,207.690242593809,286.172831553929,140.789661738262
0.024,-0.24798111523977,0.473467031736495,-3.71660783607993,3.49969054518256,-0.393276950831865,0.672914673323849,-2.97748560880975,2.23369238381458,196.760812618583,-354.578902702015,-168.151881821689,80.0533500697214
0.036,-0.288944582907936,0.504071552643049,-3.18255414944526,2.87490312652445,-0.429006778137582,0.699012661929624,-2.97748560880975,2.11597238381458,88.8847513721532,-263.916902161334,-143.652360065852,41.089471447082
0.048,-0.32579887555443,0.538308068986967,-3.07410944858649,2.67182872725602,-0.464736605443299,0.723698010535399,-2.97748560880975,1.99825238381458,-82.5374840517846,-64.1186143171007,-12.1019204173454,32.7811096046251
0.06,-0.366313213793634,0.57127182791125,-3.61412656127306,3.37198228217328,-0.500466432749016,0.746970719141174,-2.97748560880975,1.88053238381458,13.6930609598133,-174.499572913723,-113.585640900294,8.5640601393123
0.072,-0.403031507977564,0.590365851045131,-2.3703505608494,1.74573990526625,-0.536196260054733,0.768830787746949,-2.97748560880975,1.76281238381458,216.550923758565,-436.890563831514,-204.540812182643,101.282582499417
0.084,-0.428323282438,0.605719536464644,-1.95936185678663,1.15822707994065,-0.57192608736045,0.789278216352724,-2.97748560880975,1.64509238381458,44.9259124134952,-223.269552884245,-131.539911762433,24.7487752565378
0.096,-0.453157806283592,0.622622782925601,-2.24476325375661,1.37155020538148,-0.607655914666168,0.808313004958499,-2.97748560880975,1.52737238381458,-52.630792003313,-116.279307718148,-64.3109260645197,17.0845893381835
0.108,-0.477628805823995,0.632664543688753,-1.72329815091389,0.721288780979746,-0.643385741971885,0.825935153564274,-2.97748560880975,1.40965238381458,113.026986091677,-283.630965058495,-148.923847825416,49.6178277155304
0.12,-0.495578147603354,0.637892407583577,-1.28164135298559,0.240575383435951,-0.679115569277602,0.842144662170049,-2.97748560880975,1.29193238381458,92.9531750822438,-238.919337361098,-130.669593563199,36.5739425895694
0.132,-0.509077159988774,0.641089546268201,-0.999468593662129,-0.0111535449264002,-0.714845396583319,0.856941530775824,-2.97748560880975,1.17421238381458,46.0413514655371,-184.871458635604,-112.744223262294,16.6657977826284
0.144,-0.520389196806203,0.644878957964273,-0.931321477876566,-0.0702041486427841,-0.750575223889036,0.870325759381599,-2.97748560880975,1.05649238381458,-22.1345514851999,-137.796018348007,-89.7288452237268,6.72836761987836
0.156,-0.533593121617265,0.649662094179511,-1.28595001053207,0.12050848457804,-0.786305051194753,0.882297347987374,-2.97748560880975,0.938772383814584,-47.0605813324909,-131.055462732389,-77.8125672833946,13.9262566292778
0.168,-0.548239921884976,0.652544057004448,-1.09656719190473,-0.0455616291711235,-0.82203487850047,0.892856296593149,-2.97748560880975,0.821052383814584,40.8636819400286,-183.163566740591,-112.963316721434,15.2511799969794
0.18,-0.560750259505312,0.654486850737106,-1.00659572924552,-0.14145511438212,-0.857764705806187,0.902002605198924,-2.97748560880975,0.703332383814584,13.7037052986762,-165.672229606231,-109.51922140339,6.45133932097154
0.192,-0.569091573842696,0.65301404434354,-0.300450442132988,-0.46841581083814,-0.893494533111904,0.909736273804699,-2.97748560880975,0.585612383814584,138.463032576883,-200.274832007253,-98.6670898879982,41.5252925170788
0.204,-0.574216938828044,0.654269386881603,-0.744188745141503,-0.319645822524343,-0.929224360417621,0.916057302410474,-2.97748560880975,0.467892383814584,-147.154501997935,-106.379183036613,-31.7099626648112,42.7554654608178
0.216,-0.586106430380838,0.655097372958426,-1.15316869631729,-0.248498232375162,-0.964954187723338,0.920965691016249,-2.97748560880975,0.350172383814584,-20.8177759876069,-158.026754711693,-104.04210352053,6.57662477765583
0.228,-0.598971347522798,0.65383481499303,-0.913469685334139,-0.374029693281912,-1.00068401502906,0.924461439622024,-2.97748560880975,0.232452383814584,95.453937025223,-180.492756102397,-98.0341827487667,28.3107465229115
0.24,-0.606274626992362,0.651056032437444,-0.285896078789873,-0.503628424135883,-1.03641384233477,0.926544548227799,-2.97748560880975,0.114732383814584,122.225158230296,-161.106319203752,-78.3289967074149,34.4454267352112
0.252,-0.605637586952003,0.648221686612095,0.372484532552247,-0.505362830763514,-1.07214366964049,0.927215016833574,-2.97748560880975,-0.00298761618541585,92.8478287841042,-131.713661888318,-65.8453304969637,26.3542328248592
0.264,-0.602589712380096,0.646473225138624,0.027917860985699,-0.442868378904608,-1.10787349694621,0.926472845439349,-2.97748560880975,-0.120707616185416,-68.5172238858139,-136.111272310776,-75.8456818733881,19.4322087441552
0.276,-0.605950161357474,0.644870148550659,-0.615983197013303,-0.470036340479643,-1.14360332425192,0.924318034045124,-2.97748560880975,-0.238427616185416,-110.50298358262,-159.246915960847,-80.3471606353953,31.1256805371976
0.288,-0.613362558773138,0.643325065177784,-0.516000903616369,-0.462061806542205,-1.17933315155764,0.920750582650899,-2.97748560880975,-0.356147616185416,44.6202193888707,-139.197194449657,-84.7474825490753,12.6905535656846
0.3,-0.619379066942549,0.641216375048991,-0.561600929391519,-0.471283061717535,-1.21506297886336,0.915770491256674,-2.97748560880975,-0.473867616185416,-67.6554877703531,-167.372424676701,-97.3890261140863,19.7716711596046
